movie_title,genres,budget,gross,imdb_score,plot_keywords
Tangled ,Romance,260000000.0,200807262.0,7.8,disney
Tangled ,Adventure,260000000.0,200807262.0,7.8,flower
Tangled ,Animation,260000000.0,200807262.0,7.8,flower
Tangled ,Comedy,260000000.0,200807262.0,7.8,flower
Tangled ,Family,260000000.0,200807262.0,7.8,flower
Tangled ,Fantasy,260000000.0,200807262.0,7.8,flower
Tangled ,Musical,260000000.0,200807262.0,7.8,flower
Tangled ,Romance,260000000.0,200807262.0,7.8,flower
Tangled ,Adventure,260000000.0,200807262.0,7.8,tower
Tangled ,Animation,260000000.0,200807262.0,7.8,tower
Tangled ,Comedy,260000000.0,200807262.0,7.8,tower
Tangled ,Family,260000000.0,200807262.0,7.8,tower
Tangled ,Fantasy,260000000.0,200807262.0,7.8,tower
Tangled ,Musical,260000000.0,200807262.0,7.8,tower
Tangled ,Romance,260000000.0,200807262.0,7.8,tower
Avengers: Age of Ultron ,Action,250000000.0,458991599.0,7.5,artificial intelligence
Avengers: Age of Ultron ,Adventure,250000000.0,458991599.0,7.5,artificial intelligence
Avengers: Age of Ultron ,Sci-Fi,250000000.0,458991599.0,7.5,artificial intelligence
Avengers: Age of Ultron ,Action,250000000.0,458991599.0,7.5,based on comic book
Avengers: Age of Ultron ,Adventure,250000000.0,458991599.0,7.5,based on comic book
Avengers: Age of Ultron ,Sci-Fi,250000000.0,458991599.0,7.5,based on comic book
Avengers: Age of Ultron ,Action,250000000.0,458991599.0,7.5,captain america
Avengers: Age of Ultron ,Adventure,250000000.0,458991599.0,7.5,captain america
Avengers: Age of Ultron ,Sci-Fi,250000000.0,458991599.0,7.5,captain america
Avengers: Age of Ultron ,Action,250000000.0,458991599.0,7.5,marvel cinematic universe
Avengers: Age of Ultron ,Adventure,250000000.0,458991599.0,7.5,marvel cinematic universe
Avengers: Age of Ultron ,Sci-Fi,250000000.0,458991599.0,7.5,marvel cinematic universe
Avengers: Age of Ultron ,Action,250000000.0,458991599.0,7.5,superhero
Avengers: Age of Ultron ,Adventure,250000000.0,458991599.0,7.5,superhero
Avengers: Age of Ultron ,Sci-Fi,250000000.0,458991599.0,7.5,superhero
Harry Potter and the Half-Blood Prince ,Adventure,250000000.0,301956980.0,7.5,blood
Harry Potter and the Half-Blood Prince ,Family,250000000.0,301956980.0,7.5,blood
Harry Potter and the Half-Blood Prince ,Fantasy,250000000.0,301956980.0,7.5,blood
Harry Potter and the Half-Blood Prince ,Mystery,250000000.0,301956980.0,7.5,blood
Harry Potter and the Half-Blood Prince ,Adventure,250000000.0,301956980.0,7.5,book
Harry Potter and the Half-Blood Prince ,Family,250000000.0,301956980.0,7.5,book
Harry Potter and the Half-Blood Prince ,Fantasy,250000000.0,301956980.0,7.5,book
Harry Potter and the Half-Blood Prince ,Mystery,250000000.0,301956980.0,7.5,book
Harry Potter and the Half-Blood Prince ,Adventure,250000000.0,301956980.0,7.5,love
Harry Potter and the Half-Blood Prince ,Family,250000000.0,301956980.0,7.5,love
Harry Potter and the Half-Blood Prince ,Fantasy,250000000.0,301956980.0,7.5,love
Harry Potter and the Half-Blood Prince ,Mystery,250000000.0,301956980.0,7.5,love
Harry Potter and the Half-Blood Prince ,Adventure,250000000.0,301956980.0,7.5,potion
Harry Potter and the Half-Blood Prince ,Family,250000000.0,301956980.0,7.5,potion
Harry Potter and the Half-Blood Prince ,Fantasy,250000000.0,301956980.0,7.5,potion
Harry Potter and the Half-Blood Prince ,Mystery,250000000.0,301956980.0,7.5,potion
Harry Potter and the Half-Blood Prince ,Adventure,250000000.0,301956980.0,7.5,professor
Harry Potter and the Half-Blood Prince ,Family,250000000.0,301956980.0,7.5,professor
Harry Potter and the Half-Blood Prince ,Fantasy,250000000.0,301956980.0,7.5,professor
Harry Potter and the Half-Blood Prince ,Mystery,250000000.0,301956980.0,7.5,professor
Batman v Superman: Dawn of Justice ,Action,250000000.0,330249062.0,6.9,based on comic book
Batman v Superman: Dawn of Justice ,Adventure,250000000.0,330249062.0,6.9,based on comic book
Batman v Superman: Dawn of Justice ,Sci-Fi,250000000.0,330249062.0,6.9,based on comic book
Batman v Superman: Dawn of Justice ,Action,250000000.0,330249062.0,6.9,batman
Batman v Superman: Dawn of Justice ,Adventure,250000000.0,330249062.0,6.9,batman
Batman v Superman: Dawn of Justice ,Sci-Fi,250000000.0,330249062.0,6.9,batman
Batman v Superman: Dawn of Justice ,Action,250000000.0,330249062.0,6.9,sequel to a reboot
Batman v Superman: Dawn of Justice ,Adventure,250000000.0,330249062.0,6.9,sequel to a reboot
Batman v Superman: Dawn of Justice ,Sci-Fi,250000000.0,330249062.0,6.9,sequel to a reboot
Batman v Superman: Dawn of Justice ,Action,250000000.0,330249062.0,6.9,superhero
Batman v Superman: Dawn of Justice ,Adventure,250000000.0,330249062.0,6.9,superhero
Batman v Superman: Dawn of Justice ,Sci-Fi,250000000.0,330249062.0,6.9,superhero
Batman v Superman: Dawn of Justice ,Action,250000000.0,330249062.0,6.9,superman
Batman v Superman: Dawn of Justice ,Adventure,250000000.0,330249062.0,6.9,superman
Batman v Superman: Dawn of Justice ,Sci-Fi,250000000.0,330249062.0,6.9,superman
Superman Returns ,Action,209000000.0,200069408.0,6.1,crystal
Superman Returns ,Adventure,209000000.0,200069408.0,6.1,crystal
Superman Returns ,Sci-Fi,209000000.0,200069408.0,6.1,crystal
Superman Returns ,Action,209000000.0,200069408.0,6.1,epic
Superman Returns ,Adventure,209000000.0,200069408.0,6.1,epic
Superman Returns ,Sci-Fi,209000000.0,200069408.0,6.1,epic
Superman Returns ,Action,209000000.0,200069408.0,6.1,lex luthor
Superman Returns ,Adventure,209000000.0,200069408.0,6.1,lex luthor
Superman Returns ,Sci-Fi,209000000.0,200069408.0,6.1,lex luthor
Superman Returns ,Action,209000000.0,200069408.0,6.1,lois lane
Superman Returns ,Adventure,209000000.0,200069408.0,6.1,lois lane
Superman Returns ,Sci-Fi,209000000.0,200069408.0,6.1,lois lane
Superman Returns ,Action,209000000.0,200069408.0,6.1,return to earth
Superman Returns ,Adventure,209000000.0,200069408.0,6.1,return to earth
Superman Returns ,Sci-Fi,209000000.0,200069408.0,6.1,return to earth
Quantum of Solace ,Action,200000000.0,168368427.0,6.7,action hero
Quantum of Solace ,Adventure,200000000.0,168368427.0,6.7,action hero
Quantum of Solace ,Action,200000000.0,168368427.0,6.7,attempted rape
Quantum of Solace ,Adventure,200000000.0,168368427.0,6.7,attempted rape
Quantum of Solace ,Action,200000000.0,168368427.0,6.7,bond girl
Quantum of Solace ,Adventure,200000000.0,168368427.0,6.7,bond girl
Quantum of Solace ,Action,200000000.0,168368427.0,6.7,official james bond series
Quantum of Solace ,Adventure,200000000.0,168368427.0,6.7,official james bond series
Quantum of Solace ,Action,200000000.0,168368427.0,6.7,revenge
Quantum of Solace ,Adventure,200000000.0,168368427.0,6.7,revenge
Pirates of the Caribbean: Dead Man's Chest ,Action,225000000.0,423032628.0,7.3,box office hit
Pirates of the Caribbean: Dead Man's Chest ,Adventure,225000000.0,423032628.0,7.3,box office hit
Pirates of the Caribbean: Dead Man's Chest ,Fantasy,225000000.0,423032628.0,7.3,box office hit
Pirates of the Caribbean: Dead Man's Chest ,Action,225000000.0,423032628.0,7.3,giant squid
Pirates of the Caribbean: Dead Man's Chest ,Adventure,225000000.0,423032628.0,7.3,giant squid
Pirates of the Caribbean: Dead Man's Chest ,Fantasy,225000000.0,423032628.0,7.3,giant squid
Pirates of the Caribbean: Dead Man's Chest ,Action,225000000.0,423032628.0,7.3,heart
Pirates of the Caribbean: Dead Man's Chest ,Adventure,225000000.0,423032628.0,7.3,heart
Pirates of the Caribbean: Dead Man's Chest ,Fantasy,225000000.0,423032628.0,7.3,heart
Pirates of the Caribbean: Dead Man's Chest ,Action,225000000.0,423032628.0,7.3,liar's dice
Pirates of the Caribbean: Dead Man's Chest ,Adventure,225000000.0,423032628.0,7.3,liar's dice
Pirates of the Caribbean: Dead Man's Chest ,Fantasy,225000000.0,423032628.0,7.3,liar's dice
Pirates of the Caribbean: Dead Man's Chest ,Action,225000000.0,423032628.0,7.3,monster
Pirates of the Caribbean: Dead Man's Chest ,Adventure,225000000.0,423032628.0,7.3,monster
Pirates of the Caribbean: Dead Man's Chest ,Fantasy,225000000.0,423032628.0,7.3,monster
The Lone Ranger ,Action,215000000.0,89289910.0,6.5,horse
The Lone Ranger ,Adventure,215000000.0,89289910.0,6.5,horse
The Lone Ranger ,Western,215000000.0,89289910.0,6.5,horse
The Lone Ranger ,Action,215000000.0,89289910.0,6.5,outlaw
The Lone Ranger ,Adventure,215000000.0,89289910.0,6.5,outlaw
The Lone Ranger ,Western,215000000.0,89289910.0,6.5,outlaw
The Lone Ranger ,Action,215000000.0,89289910.0,6.5,texas
The Lone Ranger ,Adventure,215000000.0,89289910.0,6.5,texas
The Lone Ranger ,Western,215000000.0,89289910.0,6.5,texas
The Lone Ranger ,Action,215000000.0,89289910.0,6.5,texas ranger
The Lone Ranger ,Adventure,215000000.0,89289910.0,6.5,texas ranger
The Lone Ranger ,Western,215000000.0,89289910.0,6.5,texas ranger
The Lone Ranger ,Action,215000000.0,89289910.0,6.5,train
The Lone Ranger ,Adventure,215000000.0,89289910.0,6.5,train
The Lone Ranger ,Western,215000000.0,89289910.0,6.5,train
Man of Steel ,Action,225000000.0,291021565.0,7.2,based on comic book
Man of Steel ,Adventure,225000000.0,291021565.0,7.2,based on comic book
Man of Steel ,Fantasy,225000000.0,291021565.0,7.2,based on comic book
Man of Steel ,Sci-Fi,225000000.0,291021565.0,7.2,based on comic book
Man of Steel ,Action,225000000.0,291021565.0,7.2,british actor playing american character
Man of Steel ,Adventure,225000000.0,291021565.0,7.2,british actor playing american character
Man of Steel ,Fantasy,225000000.0,291021565.0,7.2,british actor playing american character
Man of Steel ,Sci-Fi,225000000.0,291021565.0,7.2,british actor playing american character
Man of Steel ,Action,225000000.0,291021565.0,7.2,final battle
Man of Steel ,Adventure,225000000.0,291021565.0,7.2,final battle
Man of Steel ,Fantasy,225000000.0,291021565.0,7.2,final battle
Man of Steel ,Sci-Fi,225000000.0,291021565.0,7.2,final battle
Man of Steel ,Action,225000000.0,291021565.0,7.2,origin of hero
Man of Steel ,Adventure,225000000.0,291021565.0,7.2,origin of hero
Man of Steel ,Fantasy,225000000.0,291021565.0,7.2,origin of hero
Man of Steel ,Sci-Fi,225000000.0,291021565.0,7.2,origin of hero
Man of Steel ,Action,225000000.0,291021565.0,7.2,reboot
Man of Steel ,Adventure,225000000.0,291021565.0,7.2,reboot
Man of Steel ,Fantasy,225000000.0,291021565.0,7.2,reboot
Man of Steel ,Sci-Fi,225000000.0,291021565.0,7.2,reboot
The Chronicles of Narnia: Prince Caspian ,Action,225000000.0,141614023.0,6.6,brother brother relationship
The Chronicles of Narnia: Prince Caspian ,Adventure,225000000.0,141614023.0,6.6,brother brother relationship
The Chronicles of Narnia: Prince Caspian ,Family,225000000.0,141614023.0,6.6,brother brother relationship
The Chronicles of Narnia: Prince Caspian ,Fantasy,225000000.0,141614023.0,6.6,brother brother relationship
The Chronicles of Narnia: Prince Caspian ,Action,225000000.0,141614023.0,6.6,brother sister relationship
The Chronicles of Narnia: Prince Caspian ,Adventure,225000000.0,141614023.0,6.6,brother sister relationship
The Chronicles of Narnia: Prince Caspian ,Family,225000000.0,141614023.0,6.6,brother sister relationship
The Chronicles of Narnia: Prince Caspian ,Fantasy,225000000.0,141614023.0,6.6,brother sister relationship
The Chronicles of Narnia: Prince Caspian ,Action,225000000.0,141614023.0,6.6,good versus evil
The Chronicles of Narnia: Prince Caspian ,Adventure,225000000.0,141614023.0,6.6,good versus evil
The Chronicles of Narnia: Prince Caspian ,Family,225000000.0,141614023.0,6.6,good versus evil
The Chronicles of Narnia: Prince Caspian ,Fantasy,225000000.0,141614023.0,6.6,good versus evil
The Chronicles of Narnia: Prince Caspian ,Action,225000000.0,141614023.0,6.6,king
The Chronicles of Narnia: Prince Caspian ,Adventure,225000000.0,141614023.0,6.6,king
The Chronicles of Narnia: Prince Caspian ,Family,225000000.0,141614023.0,6.6,king
The Chronicles of Narnia: Prince Caspian ,Fantasy,225000000.0,141614023.0,6.6,king
The Chronicles of Narnia: Prince Caspian ,Action,225000000.0,141614023.0,6.6,narnia
The Chronicles of Narnia: Prince Caspian ,Adventure,225000000.0,141614023.0,6.6,narnia
The Chronicles of Narnia: Prince Caspian ,Family,225000000.0,141614023.0,6.6,narnia
The Chronicles of Narnia: Prince Caspian ,Fantasy,225000000.0,141614023.0,6.6,narnia
The Avengers ,Action,220000000.0,623279547.0,8.1,alien invasion
The Avengers ,Adventure,220000000.0,623279547.0,8.1,alien invasion
The Avengers ,Sci-Fi,220000000.0,623279547.0,8.1,alien invasion
The Avengers ,Action,220000000.0,623279547.0,8.1,assassin
The Avengers ,Adventure,220000000.0,623279547.0,8.1,assassin
The Avengers ,Sci-Fi,220000000.0,623279547.0,8.1,assassin
The Avengers ,Action,220000000.0,623279547.0,8.1,battle
The Avengers ,Adventure,220000000.0,623279547.0,8.1,battle
The Avengers ,Sci-Fi,220000000.0,623279547.0,8.1,battle
The Avengers ,Action,220000000.0,623279547.0,8.1,iron man
The Avengers ,Adventure,220000000.0,623279547.0,8.1,iron man
The Avengers ,Sci-Fi,220000000.0,623279547.0,8.1,iron man
The Avengers ,Action,220000000.0,623279547.0,8.1,soldier
The Avengers ,Adventure,220000000.0,623279547.0,8.1,soldier
The Avengers ,Sci-Fi,220000000.0,623279547.0,8.1,soldier
Pirates of the Caribbean: On Stranger Tides ,Action,250000000.0,241063875.0,6.7,blackbeard
Pirates of the Caribbean: On Stranger Tides ,Adventure,250000000.0,241063875.0,6.7,blackbeard
Pirates of the Caribbean: On Stranger Tides ,Fantasy,250000000.0,241063875.0,6.7,blackbeard
Pirates of the Caribbean: On Stranger Tides ,Action,250000000.0,241063875.0,6.7,captain
Pirates of the Caribbean: On Stranger Tides ,Adventure,250000000.0,241063875.0,6.7,captain
Pirates of the Caribbean: On Stranger Tides ,Fantasy,250000000.0,241063875.0,6.7,captain
Pirates of the Caribbean: On Stranger Tides ,Action,250000000.0,241063875.0,6.7,pirate
Pirates of the Caribbean: On Stranger Tides ,Adventure,250000000.0,241063875.0,6.7,pirate
Pirates of the Caribbean: On Stranger Tides ,Fantasy,250000000.0,241063875.0,6.7,pirate
Pirates of the Caribbean: On Stranger Tides ,Action,250000000.0,241063875.0,6.7,revenge
Pirates of the Caribbean: On Stranger Tides ,Adventure,250000000.0,241063875.0,6.7,revenge
Pirates of the Caribbean: On Stranger Tides ,Fantasy,250000000.0,241063875.0,6.7,revenge
Pirates of the Caribbean: On Stranger Tides ,Action,250000000.0,241063875.0,6.7,soldier
Pirates of the Caribbean: On Stranger Tides ,Adventure,250000000.0,241063875.0,6.7,soldier
Pirates of the Caribbean: On Stranger Tides ,Fantasy,250000000.0,241063875.0,6.7,soldier
Men in Black 3 ,Action,225000000.0,179020854.0,6.8,alien
Men in Black 3 ,Adventure,225000000.0,179020854.0,6.8,alien
Men in Black 3 ,Comedy,225000000.0,179020854.0,6.8,alien
Men in Black 3 ,Family,225000000.0,179020854.0,6.8,alien
Men in Black 3 ,Fantasy,225000000.0,179020854.0,6.8,alien
Men in Black 3 ,Sci-Fi,225000000.0,179020854.0,6.8,alien
Men in Black 3 ,Action,225000000.0,179020854.0,6.8,criminal
Men in Black 3 ,Adventure,225000000.0,179020854.0,6.8,criminal
Men in Black 3 ,Comedy,225000000.0,179020854.0,6.8,criminal
Men in Black 3 ,Family,225000000.0,179020854.0,6.8,criminal
Men in Black 3 ,Fantasy,225000000.0,179020854.0,6.8,criminal
Men in Black 3 ,Sci-Fi,225000000.0,179020854.0,6.8,criminal
Men in Black 3 ,Action,225000000.0,179020854.0,6.8,m.i.b.
Men in Black 3 ,Adventure,225000000.0,179020854.0,6.8,m.i.b.
Men in Black 3 ,Comedy,225000000.0,179020854.0,6.8,m.i.b.
Men in Black 3 ,Family,225000000.0,179020854.0,6.8,m.i.b.
Men in Black 3 ,Fantasy,225000000.0,179020854.0,6.8,m.i.b.
Men in Black 3 ,Sci-Fi,225000000.0,179020854.0,6.8,m.i.b.
Men in Black 3 ,Action,225000000.0,179020854.0,6.8,maximum security prison
Men in Black 3 ,Adventure,225000000.0,179020854.0,6.8,maximum security prison
Men in Black 3 ,Comedy,225000000.0,179020854.0,6.8,maximum security prison
Men in Black 3 ,Family,225000000.0,179020854.0,6.8,maximum security prison
Men in Black 3 ,Fantasy,225000000.0,179020854.0,6.8,maximum security prison
Men in Black 3 ,Sci-Fi,225000000.0,179020854.0,6.8,maximum security prison
Men in Black 3 ,Action,225000000.0,179020854.0,6.8,prison
Men in Black 3 ,Adventure,225000000.0,179020854.0,6.8,prison
Men in Black 3 ,Comedy,225000000.0,179020854.0,6.8,prison
Men in Black 3 ,Family,225000000.0,179020854.0,6.8,prison
Men in Black 3 ,Fantasy,225000000.0,179020854.0,6.8,prison
Men in Black 3 ,Sci-Fi,225000000.0,179020854.0,6.8,prison
The Hobbit: The Battle of the Five Armies ,Adventure,250000000.0,255108370.0,7.5,army
The Hobbit: The Battle of the Five Armies ,Fantasy,250000000.0,255108370.0,7.5,army
The Hobbit: The Battle of the Five Armies ,Adventure,250000000.0,255108370.0,7.5,elf
The Hobbit: The Battle of the Five Armies ,Fantasy,250000000.0,255108370.0,7.5,elf
The Hobbit: The Battle of the Five Armies ,Adventure,250000000.0,255108370.0,7.5,hobbit
The Hobbit: The Battle of the Five Armies ,Fantasy,250000000.0,255108370.0,7.5,hobbit
The Hobbit: The Battle of the Five Armies ,Adventure,250000000.0,255108370.0,7.5,middle earth
The Hobbit: The Battle of the Five Armies ,Fantasy,250000000.0,255108370.0,7.5,middle earth
The Hobbit: The Battle of the Five Armies ,Adventure,250000000.0,255108370.0,7.5,orc
The Hobbit: The Battle of the Five Armies ,Fantasy,250000000.0,255108370.0,7.5,orc
The Amazing Spider-Man ,Action,230000000.0,262030663.0,7.0,lizard
The Amazing Spider-Man ,Adventure,230000000.0,262030663.0,7.0,lizard
The Amazing Spider-Man ,Fantasy,230000000.0,262030663.0,7.0,lizard
The Amazing Spider-Man ,Action,230000000.0,262030663.0,7.0,outcast
The Amazing Spider-Man ,Adventure,230000000.0,262030663.0,7.0,outcast
The Amazing Spider-Man ,Fantasy,230000000.0,262030663.0,7.0,outcast
The Amazing Spider-Man ,Action,230000000.0,262030663.0,7.0,spider
The Amazing Spider-Man ,Adventure,230000000.0,262030663.0,7.0,spider
The Amazing Spider-Man ,Fantasy,230000000.0,262030663.0,7.0,spider
The Amazing Spider-Man ,Action,230000000.0,262030663.0,7.0,spider man
The Amazing Spider-Man ,Adventure,230000000.0,262030663.0,7.0,spider man
The Amazing Spider-Man ,Fantasy,230000000.0,262030663.0,7.0,spider man
The Amazing Spider-Man ,Action,230000000.0,262030663.0,7.0,teenager
The Amazing Spider-Man ,Adventure,230000000.0,262030663.0,7.0,teenager
The Amazing Spider-Man ,Fantasy,230000000.0,262030663.0,7.0,teenager
Robin Hood ,Action,200000000.0,105219735.0,6.7,1190s
Robin Hood ,Adventure,200000000.0,105219735.0,6.7,1190s
Robin Hood ,Drama,200000000.0,105219735.0,6.7,1190s
Robin Hood ,History,200000000.0,105219735.0,6.7,1190s
Robin Hood ,Action,200000000.0,105219735.0,6.7,archer
Robin Hood ,Adventure,200000000.0,105219735.0,6.7,archer
Robin Hood ,Drama,200000000.0,105219735.0,6.7,archer
Robin Hood ,History,200000000.0,105219735.0,6.7,archer
Robin Hood ,Action,200000000.0,105219735.0,6.7,england
Robin Hood ,Adventure,200000000.0,105219735.0,6.7,england
Robin Hood ,Drama,200000000.0,105219735.0,6.7,england
Robin Hood ,History,200000000.0,105219735.0,6.7,england
Robin Hood ,Action,200000000.0,105219735.0,6.7,king of england
Robin Hood ,Adventure,200000000.0,105219735.0,6.7,king of england
Robin Hood ,Drama,200000000.0,105219735.0,6.7,king of england
Robin Hood ,History,200000000.0,105219735.0,6.7,king of england
Robin Hood ,Action,200000000.0,105219735.0,6.7,robin hood
Robin Hood ,Adventure,200000000.0,105219735.0,6.7,robin hood
Robin Hood ,Drama,200000000.0,105219735.0,6.7,robin hood
Robin Hood ,History,200000000.0,105219735.0,6.7,robin hood
